text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $195,424.61. There are debts of $27,906.93. Funeral expenses amount to $9,908.03. A bequest of $8,540.15 was specified. The survivors include 2 sons, 5 daughters, a father, a mother, 2 brothers, 1 sisters.",27906.93,9908.03,8540.15,0,0,2,5,1,1,2,1,0
"The estate is worth $688,292.33. There are debts of $29,991.85. Funeral expenses amount to $9,124.46. A bequest of $3,575.06 was specified. The survivors include a wife, 3 sons, 2 grandchildren.",29991.85,9124.46,3575.06,1,0,3,0,0,0,0,0,2
"The estate is worth $916,248.06. There are debts of $93,068.98. Funeral expenses amount to $8,541.34. A bequest of $81,441.42 was specified. The survivors include a wife, a husband, 2 sons, 5 daughters, a father, 3 sisters, 2 grandchildren.",93068.98,8541.34,81441.42,1,1,2,5,1,0,0,3,2
"The estate is worth $869,640.10. There are debts of $77,686.69. Funeral expenses amount to $5,776.51. A bequest of $194,367.17 was specified. The survivors include a wife, a husband, 4 sons, 1 daughters, a father, 2 brothers, 2 grandchildren.",77686.69,5776.51,194367.17,1,1,4,1,1,0,2,0,2
"The estate is worth $825,817.92. There are debts of $193,883.01. Funeral expenses amount to $6,802.76. A bequest of $126,408.79 was specified. The survivors include a wife, 1 sons, 3 daughters, a father, 1 brothers, 3 sisters, 2 grandchildren.",193883.01,6802.76,126408.79,1,0,1,3,1,0,1,3,2
"The estate is worth $379,477.67. There are debts of $46,282.54. Funeral expenses amount to $9,774.12. A bequest of $84,008.70 was specified. The survivors include a wife, a husband, 1 sons, 1 daughters, 3 brothers, 1 sisters.",46282.54,9774.12,84008.7,1,1,1,1,0,0,3,1,0
"The estate is worth $623,715.72. There are debts of $155,606.36. Funeral expenses amount to $8,673.70. A bequest of $18,500.08 was specified. The survivors include a wife, a husband, 5 daughters, a father, a mother, 3 brothers, 1 sisters, 1 grandchildren.",155606.36,8673.7,18500.08,1,1,0,5,1,1,3,1,1
"The estate is worth $452,878.24. There are debts of $106,016.54. Funeral expenses amount to $7,627.00. A bequest of $109,804.53 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a father, 2 brothers, 1 sisters.",106016.54,7627.0,109804.53,1,1,1,4,1,0,2,1,0
"The estate is worth $59,529.82. There are debts of $5,318.43. Funeral expenses amount to $4,698.62. A bequest of $10,746.53 was specified. The survivors include a wife, a husband, 3 sons, 1 daughters, a father, 2 brothers, 1 sisters, 1 grandchildren.",5318.43,4698.62,10746.53,1,1,3,1,1,0,2,1,1
"The estate is worth $796,801.16. There are debts of $196,555.44. Funeral expenses amount to $9,689.76. A bequest of $107,952.48 was specified. The survivors include a wife, 2 sons, 2 daughters, a father, a mother, 3 brothers, 2 sisters.",196555.44,9689.76,107952.48,1,0,2,2,1,1,3,2,0
"The estate is worth $614,503.60. There are debts of $46,629.19. Funeral expenses amount to $6,781.01. A bequest of $163,935.86 was specified. The survivors include a wife, 1 sons, 5 daughters, 2 brothers, 1 sisters, 1 grandchildren.",46629.19,6781.01,163935.86,1,0,1,5,0,0,2,1,1
"The estate is worth $142,349.04. There are debts of $22,552.79. Funeral expenses amount to $8,657.84. A bequest of $25,190.31 was specified. The survivors include a wife, a husband, a father, 1 brothers, 3 sisters.",22552.79,8657.84,25190.31,1,1,0,0,1,0,1,3,0
"The estate is worth $632,894.51. There are debts of $3,113.98. Funeral expenses amount to $8,608.85. A bequest of $200,342.48 was specified. The survivors include a wife, 3 sons, 2 daughters, a mother, 1 brothers, 2 sisters, 2 grandchildren.",3113.98,8608.85,200342.48,1,0,3,2,0,1,1,2,2
"The estate is worth $159,353.93. There are debts of $26,667.62. Funeral expenses amount to $5,732.25. A bequest of $420.84 was specified. The survivors include a wife, a husband, 3 sons, 2 daughters, a mother, 1 grandchildren.",26667.62,5732.25,420.84,1,1,3,2,0,1,0,0,1
"The estate is worth $277,040.68. There are debts of $65,064.59. Funeral expenses amount to $7,194.38. A bequest of $58,490.50 was specified. The survivors include a wife, a husband, 5 daughters, a father, a mother, 2 brothers, 3 sisters, 2 grandchildren.",65064.59,7194.38,58490.5,1,1,0,5,1,1,2,3,2
"The estate is worth $966,964.19. There are debts of $144,854.63. Funeral expenses amount to $9,236.22. A bequest of $268,476.18 was specified. The survivors include a wife, 1 sons, 3 daughters, a father, a mother, 3 brothers, 2 sisters.",144854.63,9236.22,268476.18,1,0,1,3,1,1,3,2,0
"The estate is worth $373,480.44. There are debts of $46,828.20. Funeral expenses amount to $5,034.19. A bequest of $82,617.66 was specified. The survivors include 3 sons, 2 daughters, a father, 1 brothers, 3 sisters, 2 grandchildren.",46828.2,5034.19,82617.66,0,0,3,2,1,0,1,3,2
"The estate is worth $312,692.05. There are debts of $44,990.34. Funeral expenses amount to $9,125.52. A bequest of $52,648.22 was specified. The survivors include a husband, 5 sons, 1 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",44990.34,9125.52,52648.22,0,1,5,1,1,1,3,3,2
"The estate is worth $398,013.75. There are debts of $82,506.18. Funeral expenses amount to $9,744.26. A bequest of $63,047.81 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a mother, 2 sisters.",82506.18,9744.26,63047.81,1,1,1,4,0,1,0,2,0
"The estate is worth $713,724.02. There are debts of $118,990.56. Funeral expenses amount to $4,157.13. A bequest of $171,708.75 was specified. The survivors include 4 sons, 4 daughters, a father, a mother.",118990.56,4157.13,171708.75,0,0,4,4,1,1,0,0,0
"The estate is worth $347,603.28. There are debts of $18,609.83. Funeral expenses amount to $6,013.24. A bequest of $4,655.32 was specified. The survivors include 4 sons, 1 daughters, a mother, 1 grandchildren.",18609.83,6013.24,4655.32,0,0,4,1,0,1,0,0,1
"The estate is worth $800,178.93. There are debts of $95,453.77. Funeral expenses amount to $4,148.94. A bequest of $147,099.14 was specified. The survivors include 1 daughters, a father, a mother, 3 sisters, 2 grandchildren.",95453.77,4148.94,147099.14,0,0,0,1,1,1,0,3,2
"The estate is worth $225,983.57. There are debts of $47,980.98. Funeral expenses amount to $7,310.25. A bequest of $4,766.68 was specified. The survivors include 1 daughters, a father, 3 brothers, 2 grandchildren.",47980.98,7310.25,4766.68,0,0,0,1,1,0,3,0,2
"The estate is worth $849,228.15. There are debts of $107,644.69. Funeral expenses amount to $8,158.24. A bequest of $139,593.18 was specified. The survivors include a wife, 5 sons, 4 daughters, a mother, 2 sisters, 1 grandchildren.",107644.69,8158.24,139593.18,1,0,5,4,0,1,0,2,1
"The estate is worth $122,868.51. There are debts of $14,458.27. Funeral expenses amount to $9,349.34. A bequest of $15,753.85 was specified. The survivors include a wife, a husband, 4 sons, 5 daughters, 2 brothers, 3 sisters, 1 grandchildren.",14458.27,9349.34,15753.85,1,1,4,5,0,0,2,3,1
"The estate is worth $576,214.15. There are debts of $128,126.60. Funeral expenses amount to $6,972.37. A bequest of $51,461.16 was specified. The survivors include 5 daughters, a father, a mother, 3 brothers, 2 sisters, 1 grandchildren.",128126.6,6972.37,51461.16,0,0,0,5,1,1,3,2,1
"The estate is worth $324,434.54. There are debts of $3,164.25. Funeral expenses amount to $1,590.83. A bequest of $86,231.83 was specified. The survivors include 3 sons, a father, a mother, 2 brothers, 2 sisters, 2 grandchildren.",3164.25,1590.83,86231.83,0,0,3,0,1,1,2,2,2
"The estate is worth $487,983.76. There are debts of $88,791.55. Funeral expenses amount to $9,070.59. A bequest of $44,704.64 was specified. The survivors include a wife, 1 sons, 5 daughters, 1 brothers, 2 grandchildren.",88791.55,9070.59,44704.64,1,0,1,5,0,0,1,0,2
"The estate is worth $403,840.64. There are debts of $32,794.99. Funeral expenses amount to $5,526.03. A bequest of $96,752.98 was specified. The survivors include a husband, 5 sons, 2 daughters, 2 brothers, 1 sisters, 1 grandchildren.",32794.99,5526.03,96752.98,0,1,5,2,0,0,2,1,1
"The estate is worth $442,092.50. There are debts of $97,988.20. Funeral expenses amount to $6,255.54. A bequest of $35,458.84 was specified. The survivors include 5 sons, 4 daughters, a mother, 2 brothers, 2 sisters.",97988.2,6255.54,35458.84,0,0,5,4,0,1,2,2,0
"The estate is worth $773,416.96. There are debts of $90,796.78. Funeral expenses amount to $2,854.84. A bequest of $167,969.68 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, a father, 3 brothers, 2 grandchildren.",90796.78,2854.84,167969.68,1,1,3,4,1,0,3,0,2
"The estate is worth $636,422.85. There are debts of $63,650.30. Funeral expenses amount to $9,554.01. A bequest of $85,988.14 was specified. The survivors include a wife, a husband, 4 sons, 2 brothers.",63650.3,9554.01,85988.14,1,1,4,0,0,0,2,0,0
"The estate is worth $393,488.09. There are debts of $83,805.07. Funeral expenses amount to $7,746.74. A bequest of $2,462.62 was specified. The survivors include 1 daughters, 1 brothers, 1 sisters, 1 grandchildren.",83805.07,7746.74,2462.62,0,0,0,1,0,0,1,1,1
"The estate is worth $703,988.91. There are debts of $131,683.91. Funeral expenses amount to $9,910.89. A bequest of $99,355.78 was specified. The survivors include 4 sons, 1 daughters, a mother, 3 sisters, 1 grandchildren.",131683.91,9910.89,99355.78,0,0,4,1,0,1,0,3,1
"The estate is worth $830,574.90. There are debts of $198,120.05. Funeral expenses amount to $6,136.68. A bequest of $91,574.07 was specified. The survivors include a wife, 5 sons, 3 daughters, a father, a mother.",198120.05,6136.68,91574.07,1,0,5,3,1,1,0,0,0
"The estate is worth $300,970.96. There are debts of $5,863.20. Funeral expenses amount to $1,914.45. A bequest of $33,784.80 was specified. The survivors include 5 sons, 4 daughters, a mother, 2 sisters, 2 grandchildren.",5863.2,1914.45,33784.8,0,0,5,4,0,1,0,2,2
"The estate is worth $953,577.22. There are debts of $220,183.46. Funeral expenses amount to $7,729.36. A bequest of $203,742.61 was specified. The survivors include a wife, a husband, 4 sons, 4 daughters, 3 brothers, 3 sisters, 1 grandchildren.",220183.46,7729.36,203742.61,1,1,4,4,0,0,3,3,1
"The estate is worth $812,865.36. There are debts of $20,950.72. Funeral expenses amount to $7,260.23. A bequest of $168,025.32 was specified. The survivors include a wife, 3 sons, 2 daughters, a father, a mother, 2 brothers, 2 grandchildren.",20950.72,7260.23,168025.32,1,0,3,2,1,1,2,0,2
"The estate is worth $269,007.77. There are debts of $9,441.54. Funeral expenses amount to $9,328.99. A bequest of $44,361.43 was specified. The survivors include 2 sons, 1 daughters, a father, 1 brothers, 2 grandchildren.",9441.54,9328.99,44361.43,0,0,2,1,1,0,1,0,2
"The estate is worth $983,188.34. There are debts of $63,619.67. Funeral expenses amount to $5,333.00. A bequest of $268,359.87 was specified. The survivors include 4 sons, 5 daughters, 1 brothers, 3 sisters, 1 grandchildren.",63619.67,5333.0,268359.87,0,0,4,5,0,0,1,3,1
"The estate is worth $206,360.08. There are debts of $39,699.82. Funeral expenses amount to $5,821.37. A bequest of $16,484.06 was specified. The survivors include 2 brothers, 1 sisters, 1 grandchildren.",39699.82,5821.37,16484.06,0,0,0,0,0,0,2,1,1
"The estate is worth $997,225.29. There are debts of $117,113.74. Funeral expenses amount to $5,548.36. A bequest of $96,394.78 was specified. The survivors include a wife, 5 sons, 4 daughters, a mother, 3 brothers.",117113.74,5548.36,96394.78,1,0,5,4,0,1,3,0,0
"The estate is worth $344,467.88. There are debts of $45,691.51. Funeral expenses amount to $3,961.45. A bequest of $68,561.23 was specified. The survivors include 1 sons, 3 daughters.",45691.51,3961.45,68561.23,0,0,1,3,0,0,0,0,0
"The estate is worth $642,652.34. There are debts of $97,005.51. Funeral expenses amount to $2,410.52. A bequest of $115,318.53 was specified. The survivors include a husband, 2 sons, 2 daughters, a mother, 1 brothers, 1 sisters.",97005.51,2410.52,115318.53,0,1,2,2,0,1,1,1,0
"The estate is worth $806,856.02. There are debts of $1,399.32. Funeral expenses amount to $1,421.97. A bequest of $24,011.08 was specified. The survivors include a wife, a husband, 2 sons, 1 daughters, a father, a mother, 1 brothers, 2 grandchildren.",1399.32,1421.97,24011.08,1,1,2,1,1,1,1,0,2
"The estate is worth $524,963.07. There are debts of $1,876.48. Funeral expenses amount to $4,720.02. A bequest of $156,465.60 was specified. The survivors include a husband, 2 sons, 1 daughters, a father, 3 brothers, 2 sisters, 2 grandchildren.",1876.48,4720.02,156465.6,0,1,2,1,1,0,3,2,2
"The estate is worth $651,069.03. There are debts of $126,300.17. Funeral expenses amount to $1,053.45. A bequest of $125,617.29 was specified. The survivors include a husband, 5 sons, a father, 2 brothers, 3 sisters.",126300.17,1053.45,125617.29,0,1,5,0,1,0,2,3,0
"The estate is worth $318,834.37. There are debts of $73,010.67. Funeral expenses amount to $5,142.25. A bequest of $52,030.52 was specified. The survivors include a wife, 3 sons, 3 daughters, 2 brothers.",73010.67,5142.25,52030.52,1,0,3,3,0,0,2,0,0
"The estate is worth $806,539.38. There are debts of $11,962.51. Funeral expenses amount to $2,717.17. A bequest of $9,919.68 was specified. The survivors include a wife, a husband, 2 daughters, a father, 1 brothers, 1 sisters, 2 grandchildren.",11962.51,2717.17,9919.68,1,1,0,2,1,0,1,1,2
"The estate is worth $111,426.23. There are debts of $10,865.94. Funeral expenses amount to $2,916.23. A bequest of $5,747.82 was specified. The survivors include a husband, 3 sons, 5 daughters, a father, a mother, 2 brothers, 3 sisters, 2 grandchildren.",10865.94,2916.23,5747.82,0,1,3,5,1,1,2,3,2
"The estate is worth $123,637.33. There are debts of $8,221.89. Funeral expenses amount to $1,659.59. A bequest of $872.16 was specified. The survivors include 4 sons, 2 daughters, 3 sisters, 2 grandchildren.",8221.89,1659.59,872.16,0,0,4,2,0,0,0,3,2
"The estate is worth $288,854.33. There are debts of $6,326.43. Funeral expenses amount to $6,220.70. A bequest of $41,260.22 was specified. The survivors include a wife, 2 sons, 5 daughters, a father, 3 brothers, 1 grandchildren.",6326.43,6220.7,41260.22,1,0,2,5,1,0,3,0,1
"The estate is worth $235,626.97. There are debts of $42,275.46. Funeral expenses amount to $6,236.65. A bequest of $13,448.23 was specified. The survivors include a wife, 3 sons, 2 daughters, 3 brothers, 1 sisters, 1 grandchildren.",42275.46,6236.65,13448.23,1,0,3,2,0,0,3,1,1
"The estate is worth $148,810.30. There are debts of $16,231.14. Funeral expenses amount to $6,954.31. A bequest of $17,768.18 was specified. The survivors include a wife, 3 sons, 2 daughters, a father, a mother, 1 brothers, 2 grandchildren.",16231.14,6954.31,17768.18,1,0,3,2,1,1,1,0,2
"The estate is worth $390,432.35. There are debts of $24,211.83. Funeral expenses amount to $7,570.89. A bequest of $37,550.21 was specified. The survivors include 5 sons, 4 daughters, a father, 2 brothers, 2 sisters.",24211.83,7570.89,37550.21,0,0,5,4,1,0,2,2,0
"The estate is worth $710,089.79. There are debts of $70,049.80. Funeral expenses amount to $9,796.86. A bequest of $119,752.19 was specified. The survivors include a wife, a husband, 1 sons, a father, a mother, 1 brothers, 1 sisters, 2 grandchildren.",70049.8,9796.86,119752.19,1,1,1,0,1,1,1,1,2
"The estate is worth $820,188.27. There are debts of $128,359.93. Funeral expenses amount to $8,708.30. A bequest of $134,721.48 was specified. The survivors include a wife, 3 daughters, a father, a mother, 2 brothers, 1 sisters, 1 grandchildren.",128359.93,8708.3,134721.48,1,0,0,3,1,1,2,1,1
"The estate is worth $398,569.94. There are debts of $17,067.31. Funeral expenses amount to $6,360.37. A bequest of $96,723.26 was specified. The survivors include a wife, a husband, 3 daughters, a father, a mother, 2 sisters, 1 grandchildren.",17067.31,6360.37,96723.26,1,1,0,3,1,1,0,2,1
"The estate is worth $174,373.34. There are debts of $9,136.32. Funeral expenses amount to $6,380.58. A bequest of $44,395.09 was specified. The survivors include a husband, 2 sons, 1 daughters, a mother, 1 grandchildren.",9136.32,6380.58,44395.09,0,1,2,1,0,1,0,0,1
"The estate is worth $418,184.61. There are debts of $24,744.82. Funeral expenses amount to $8,159.40. A bequest of $7,879.83 was specified. The survivors include a wife, a husband, 4 sons, 1 daughters, a father, 2 brothers, 1 grandchildren.",24744.82,8159.4,7879.83,1,1,4,1,1,0,2,0,1
"The estate is worth $454,027.20. There are debts of $72,247.93. Funeral expenses amount to $2,008.55. A bequest of $12,072.17 was specified. The survivors include a wife, a husband, 5 sons, 2 brothers, 2 sisters, 2 grandchildren.",72247.93,2008.55,12072.17,1,1,5,0,0,0,2,2,2
"The estate is worth $708,108.50. There are debts of $24,987.68. Funeral expenses amount to $7,541.04. A bequest of $109,371.93 was specified. The survivors include a wife, a husband, 1 sons, 3 daughters, a father, a mother, 3 brothers.",24987.68,7541.04,109371.93,1,1,1,3,1,1,3,0,0
"The estate is worth $432,114.33. There are debts of $2,561.40. Funeral expenses amount to $2,848.66. A bequest of $75,468.68 was specified. The survivors include 3 sons, 1 daughters, a father, a mother, 3 brothers, 2 grandchildren.",2561.4,2848.66,75468.68,0,0,3,1,1,1,3,0,2
"The estate is worth $305,165.99. There are debts of $72,313.88. Funeral expenses amount to $6,225.74. A bequest of $39,581.13 was specified. The survivors include a husband, 5 sons, 1 daughters, 1 brothers, 1 grandchildren.",72313.88,6225.74,39581.13,0,1,5,1,0,0,1,0,1
"The estate is worth $559,739.43. There are debts of $4,251.56. Funeral expenses amount to $1,696.08. A bequest of $49,009.06 was specified. The survivors include a wife, a husband, 3 sons, a mother, 1 grandchildren.",4251.56,1696.08,49009.06,1,1,3,0,0,1,0,0,1
"The estate is worth $707,286.93. There are debts of $140,195.91. Funeral expenses amount to $3,915.05. A bequest of $134,673.81 was specified. The survivors include a wife, a husband, 2 sons, 4 daughters, 1 brothers, 3 sisters, 1 grandchildren.",140195.91,3915.05,134673.81,1,1,2,4,0,0,1,3,1
"The estate is worth $877,269.95. There are debts of $94,898.07. Funeral expenses amount to $3,544.80. A bequest of $47,256.58 was specified. The survivors include a wife, a husband, 5 sons, 3 daughters, a father, a mother, 1 brothers, 1 sisters, 1 grandchildren.",94898.07,3544.8,47256.58,1,1,5,3,1,1,1,1,1
"The estate is worth $831,978.54. There are debts of $30,841.18. Funeral expenses amount to $2,115.94. A bequest of $52,439.81 was specified. The survivors include a wife, 3 sons, 5 daughters, a father, 2 brothers, 2 sisters, 2 grandchildren.",30841.18,2115.94,52439.81,1,0,3,5,1,0,2,2,2
"The estate is worth $937,997.79. There are debts of $147,729.73. Funeral expenses amount to $7,995.56. A bequest of $86,573.73 was specified. The survivors include a wife, a husband, 2 sons, 3 daughters, a mother, 1 brothers, 2 sisters, 1 grandchildren.",147729.73,7995.56,86573.73,1,1,2,3,0,1,1,2,1
"The estate is worth $331,573.47. There are debts of $69,211.98. Funeral expenses amount to $2,481.25. A bequest of $52,927.08 was specified. The survivors include a wife, 3 daughters, a father, 3 sisters, 1 grandchildren.",69211.98,2481.25,52927.08,1,0,0,3,1,0,0,3,1
"The estate is worth $702,155.74. There are debts of $81,009.39. Funeral expenses amount to $2,682.32. A bequest of $192,833.76 was specified. The survivors include 2 daughters, a mother, 3 brothers.",81009.39,2682.32,192833.76,0,0,0,2,0,1,3,0,0
"The estate is worth $82,222.52. There are debts of $19,223.87. Funeral expenses amount to $3,884.59. A bequest of $5,581.11 was specified. The survivors include 2 daughters, a mother, 3 brothers, 2 sisters, 2 grandchildren.",19223.87,3884.59,5581.11,0,0,0,2,0,1,3,2,2
"The estate is worth $964,118.33. There are debts of $33,690.70. Funeral expenses amount to $5,982.61. A bequest of $86,769.86 was specified. The survivors include a wife, a husband, a father, 1 brothers, 1 sisters, 2 grandchildren.",33690.7,5982.61,86769.86,1,1,0,0,1,0,1,1,2
"The estate is worth $327,460.36. There are debts of $43,190.27. Funeral expenses amount to $5,261.49. A bequest of $74,467.37 was specified. The survivors include a wife, 4 sons, 4 daughters, a mother, 1 brothers, 2 grandchildren.",43190.27,5261.49,74467.37,1,0,4,4,0,1,1,0,2
"The estate is worth $932,451.01. There are debts of $28,680.79. Funeral expenses amount to $3,789.03. A bequest of $72,179.88 was specified. The survivors include 1 sons, 4 daughters, a father, 1 brothers, 2 sisters.",28680.79,3789.03,72179.88,0,0,1,4,1,0,1,2,0
"The estate is worth $418,383.17. There are debts of $4,940.33. Funeral expenses amount to $2,947.65. A bequest of $103,604.44 was specified. The survivors include a husband, 2 sons, 2 daughters.",4940.33,2947.65,103604.44,0,1,2,2,0,0,0,0,0
"The estate is worth $914,068.59. There are debts of $214,890.36. Funeral expenses amount to $8,093.19. A bequest of $149,802.35 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a father, 3 brothers, 1 sisters, 2 grandchildren.",214890.36,8093.19,149802.35,1,1,1,4,1,0,3,1,2
"The estate is worth $895,681.30. There are debts of $123,386.86. Funeral expenses amount to $6,545.37. A bequest of $178,226.80 was specified. The survivors include a wife, a husband, 2 sons, 2 daughters, 1 brothers, 1 sisters, 2 grandchildren.",123386.86,6545.37,178226.8,1,1,2,2,0,0,1,1,2
"The estate is worth $528,949.45. There are debts of $47,951.01. Funeral expenses amount to $6,039.64. A bequest of $73,122.18 was specified. The survivors include a wife, 4 sons, 1 daughters, a mother, 3 brothers, 2 sisters, 2 grandchildren.",47951.01,6039.64,73122.18,1,0,4,1,0,1,3,2,2
"The estate is worth $849,644.40. There are debts of $141,924.68. Funeral expenses amount to $8,302.12. A bequest of $129,529.38 was specified. The survivors include a husband, 1 sons, 2 daughters, 2 brothers.",141924.68,8302.12,129529.38,0,1,1,2,0,0,2,0,0
"The estate is worth $885,412.70. There are debts of $63,097.39. Funeral expenses amount to $7,170.14. A bequest of $50,216.87 was specified. The survivors include a wife, a husband, 5 sons, a father, 2 brothers, 3 sisters, 2 grandchildren.",63097.39,7170.14,50216.87,1,1,5,0,1,0,2,3,2
"The estate is worth $957,729.76. There are debts of $133,825.26. Funeral expenses amount to $1,399.92. A bequest of $271,653.51 was specified. The survivors include a wife, 4 daughters, a mother, 2 brothers, 2 sisters, 2 grandchildren.",133825.26,1399.92,271653.51,1,0,0,4,0,1,2,2,2
"The estate is worth $274,323.16. There are debts of $15,854.15. Funeral expenses amount to $1,873.90. A bequest of $74,631.55 was specified. The survivors include a wife, 4 sons, 2 daughters, a father, a mother.",15854.15,1873.9,74631.55,1,0,4,2,1,1,0,0,0
"The estate is worth $802,075.93. There are debts of $149,069.79. Funeral expenses amount to $3,591.02. A bequest of $206,532.38 was specified. The survivors include a wife, a father, 1 brothers, 1 sisters, 2 grandchildren.",149069.79,3591.02,206532.38,1,0,0,0,1,0,1,1,2
"The estate is worth $725,441.37. There are debts of $175,943.14. Funeral expenses amount to $2,298.04. A bequest of $62,445.57 was specified. The survivors include a husband, 1 sons, 3 daughters, 1 brothers, 3 sisters, 1 grandchildren.",175943.14,2298.04,62445.57,0,1,1,3,0,0,1,3,1
"The estate is worth $838,283.20. There are debts of $117,154.91. Funeral expenses amount to $2,188.67. A bequest of $168,254.73 was specified. The survivors include 2 sons, 2 daughters, a father, 2 brothers, 2 sisters, 1 grandchildren.",117154.91,2188.67,168254.73,0,0,2,2,1,0,2,2,1
"The estate is worth $886,915.57. There are debts of $135,106.96. Funeral expenses amount to $8,397.88. A bequest of $71,400.65 was specified. The survivors include 1 sons, 5 daughters, a father, 2 sisters, 2 grandchildren.",135106.96,8397.88,71400.65,0,0,1,5,1,0,0,2,2
"The estate is worth $233,885.52. There are debts of $28,571.75. Funeral expenses amount to $1,968.25. A bequest of $29,528.55 was specified. The survivors include a wife, 1 sons, 1 daughters, 1 brothers, 2 sisters.",28571.75,1968.25,29528.55,1,0,1,1,0,0,1,2,0
"The estate is worth $778,530.43. There are debts of $68,487.13. Funeral expenses amount to $6,032.42. A bequest of $152,490.52 was specified. The survivors include a husband, 1 daughters, a father, 1 brothers, 2 grandchildren.",68487.13,6032.42,152490.52,0,1,0,1,1,0,1,0,2
"The estate is worth $743,235.53. There are debts of $75,012.62. Funeral expenses amount to $8,396.02. A bequest of $28,360.90 was specified. The survivors include a wife, a husband, 5 sons, 3 daughters, a father, 3 brothers, 2 sisters.",75012.62,8396.02,28360.9,1,1,5,3,1,0,3,2,0
"The estate is worth $743,755.24. There are debts of $68,990.83. Funeral expenses amount to $7,904.10. A bequest of $117,681.48 was specified. The survivors include a wife, a husband, 5 daughters, a father, 2 brothers, 3 sisters, 1 grandchildren.",68990.83,7904.1,117681.48,1,1,0,5,1,0,2,3,1
"The estate is worth $57,647.73. There are debts of $4,421.96. Funeral expenses amount to $5,893.90. A bequest of $1,561.13 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a father, a mother, 2 brothers.",4421.96,5893.9,1561.13,1,1,1,4,1,1,2,0,0
"The estate is worth $863,630.92. There are debts of $110,194.47. Funeral expenses amount to $7,327.15. A bequest of $29,614.82 was specified. The survivors include a wife, a husband, 1 sons, 2 daughters, 2 sisters, 1 grandchildren.",110194.47,7327.15,29614.82,1,1,1,2,0,0,0,2,1
"The estate is worth $746,442.07. There are debts of $108,529.73. Funeral expenses amount to $2,967.41. A bequest of $120,423.45 was specified. The survivors include a wife, a husband, 3 sons, 3 daughters, a father, a mother, 2 grandchildren.",108529.73,2967.41,120423.45,1,1,3,3,1,1,0,0,2
"The estate is worth $786,676.71. There are debts of $109,068.73. Funeral expenses amount to $2,529.20. A bequest of $91,556.20 was specified. The survivors include a wife, a husband, 3 sons, 5 daughters, a father, a mother, 1 sisters, 1 grandchildren.",109068.73,2529.2,91556.2,1,1,3,5,1,1,0,1,1
"The estate is worth $635,478.27. There are debts of $57,203.85. Funeral expenses amount to $5,825.61. A bequest of $7,967.01 was specified. The survivors include a wife, 3 sons, 5 daughters, a mother, 3 sisters, 2 grandchildren.",57203.85,5825.61,7967.01,1,0,3,5,0,1,0,3,2
"The estate is worth $407,572.14. There are debts of $100,401.76. Funeral expenses amount to $3,078.85. A bequest of $100,881.08 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, 1 brothers, 3 sisters, 1 grandchildren.",100401.76,3078.85,100881.08,1,1,3,4,0,0,1,3,1
"The estate is worth $213,880.05. There are debts of $26,529.97. Funeral expenses amount to $8,229.19. A bequest of $52,529.23 was specified. The survivors include a wife, a husband, 5 sons, a mother, 3 sisters, 1 grandchildren.",26529.97,8229.19,52529.23,1,1,5,0,0,1,0,3,1
"The estate is worth $382,303.48. There are debts of $37,383.15. Funeral expenses amount to $1,888.27. A bequest of $108,970.88 was specified. The survivors include a wife, a husband, 5 sons, 1 daughters, a father, a mother, 1 brothers, 2 sisters, 2 grandchildren.",37383.15,1888.27,108970.88,1,1,5,1,1,1,1,2,2
"The estate is worth $304,919.58. There are debts of $42,626.56. Funeral expenses amount to $6,500.80. A bequest of $75,425.42 was specified. The survivors include 1 sons, 4 daughters, a father, a mother, 2 brothers, 2 sisters, 1 grandchildren.",42626.56,6500.8,75425.42,0,0,1,4,1,1,2,2,1
"The estate is worth $432,964.11. There are debts of $35,321.12. Funeral expenses amount to $7,896.40. A bequest of $100,007.25 was specified. The survivors include a wife, a husband, 3 sons, 3 daughters, a mother, 3 sisters, 1 grandchildren.",35321.12,7896.4,100007.25,1,1,3,3,0,1,0,3,1
"The estate is worth $551,373.17. There are debts of $116,337.84. Funeral expenses amount to $9,750.22. A bequest of $91,971.80 was specified. The survivors include 4 sons, 4 daughters, 1 brothers, 1 sisters.",116337.84,9750.22,91971.8,0,0,4,4,0,0,1,1,0
"The estate is worth $233,638.00. There are debts of $55,884.86. Funeral expenses amount to $5,249.66. A bequest of $29,228.13 was specified. The survivors include 3 sons, 2 daughters, 2 sisters.",55884.86,5249.66,29228.13,0,0,3,2,0,0,0,2,0
"The estate is worth $211,434.69. There are debts of $10,762.14. Funeral expenses amount to $7,992.06. A bequest of $42,426.74 was specified. The survivors include a wife, a husband, 2 sons, 4 daughters, 3 brothers, 2 grandchildren.",10762.14,7992.06,42426.74,1,1,2,4,0,0,3,0,2
